symbol,name,reason
صپاد083,صكوك اجاره آپادانا083-3ماهه23%,[warrant_rights] د
صقرن511,صكوك مرابحه قرن511-3ماهه18%,[murabaha] مرابحه
ضجهش1026,اختيارخ جهش-13000-1404/10/10,[sector] نوع صنعت نامعتبر
فپنتا4,سپنتا,[sector] نوع صنعت نامعتبر
طملت1012,اختيارف وبملت-1600-1404/10/17,[sector] نوع صنعت نامعتبر
ضشنا1087,اختيارخ شپنا-4000-1404/10/17,[sector] نوع صنعت نامعتبر
ضفلا1219,اختيارخ فولاد-2800-1404/12/13,[warrant_rights] د
طخود0151,اختيارف خودرو-650-1405/01/11,[warrant_rights] د
اعتلا,شركت سرمايه گذاري اعتلاء البرز,[sector] نوع صنعت نامعتبر
ططعام1001,اختيارف طعام-8000-14041015,[sector] نوع صنعت نامعتبر
طموج1112,اختيارف موج-24000-14041126,[sector] نوع صنعت نامعتبر
ضستر1032,اختيارخ خگستر-3500-1404/10/03,[sector] نوع صنعت نامعتبر
ضملي1402,اختيارخ فملي-4500-1404/11/01,[sector] نوع صنعت نامعتبر
سنوين,سرمايه گذاري اقتصاد نوين,[warrant_rights] د
طستر1230,اختيارف خگستر-4000-1404/12/06,[sector] نوع صنعت نامعتبر
ضفصبا1141,اختيارخ فصبا-3600-14041105,[sector] نوع صنعت نامعتبر
خبنيان,بنيان ديزل,[warrant_rights] د
ضملت1207,اختيارخ وبملت-1500-1404/12/19,[sector] نوع صنعت نامعتبر
عقير2,سلف بهين پالايش قشم,[sector] نوع صنعت نامعتبر
صخابر061,صكوك اجاره اخابر061-3ماهه23%,[sector] نوع صنعت نامعتبر
صند502,صكوك اجاره صند502-بدون ضامن,[warrant_rights] د
ضبساما1115,اختيارخ بساما-6500-14041105,[sector] نوع صنعت نامعتبر
نيلي2,صندوق س. نوع دوم نيلي دماوند-د,[warrant_rights] د
صمپنا67,صكوك اجاره مپنا67-3ماهه23%,[sector] نوع صنعت نامعتبر
ضرويين902,اختيارخ رويين-9000-14040930,[sector] نوع صنعت نامعتبر
صكسرا612,صكوك مرابحه كسرا612-3ماهه23%,[murabaha] مرابحه
ضسپا1132,اختيارخ خساپا-320-1404/11/29,[sector] نوع صنعت نامعتبر
طمخا1107,اختيارف اخابر-550-1404/11/21,[sector] نوع صنعت نامعتبر
تابان06,اجاره تابان كاردان14041015,[warrant_rights] د
شتوكا,توكا رنگ فولاد سپاهان,[warrant_rights] د
طشنا1236,اختيارف شپنا-7500-1404/12/19,[sector] نوع صنعت نامعتبر
كيسون,شركت كيسون,[sector] نوع صنعت نامعتبر
طجهش1220,اختيارف جهش-15000-1404/12/13,[sector] نوع صنعت نامعتبر
ضهمن1134,اختيارخ خبهمن-1800-1404/11/29,[sector] نوع صنعت نامعتبر
ضهرم1023,اختيارخ اهرم-22000-1404/10/24,[sector] نوع صنعت نامعتبر
عيار4,صندوق طلاي عيار مفيد,[warrant_rights] د
ستاره,ص.س.ستاره پايدارسپهر-د,[warrant_rights] د
طهرم1256,اختيارف اهرم-34000-1404/12/26,[sector] نوع صنعت نامعتبر
ضران1010,اختيارخ خودران-15000-04/10/24,[warrant_rights] د
ضخود1150,اختيارخ خودرو-400-1404/11/01,[warrant_rights] د
ضستا1140,اختيارخ شستا-1210-1404/11/08,[sector] نوع صنعت نامعتبر
طپادا1012,اختيارف پادا-130000-14041007,[warrant_rights] د
طهرم1028,اختيارف اهرم-34000-1404/10/24,[sector] نوع صنعت نامعتبر
طموج916,اختيارف موج-32000-14040923,[sector] نوع صنعت نامعتبر
نيرو,نيرو سرمايه,[sector] نوع صنعت نامعتبر
طتوان908,اختيارف توان-17000-14040923,[sector] نوع صنعت نامعتبر
طصاد1171,اختيارف وبصادر-800-1404/11/21,[warrant_rights] د
سها,صندوق س مشترك مبين سرمايه-سهام,[warrant_rights] د
اتكاي,بيمه اتكايي ايرانيان,[sector] نوع صنعت نامعتبر
بمپنا,توليد برق عسلويه  مپنا,[warrant_rights] د
مكرج512,مشاركت ش كرج512-3ماهه18%,[sector] نوع صنعت نامعتبر
طملي0124,اختيارف فملي-6500-1405/01/11,[sector] نوع صنعت نامعتبر
طملت1187,اختيارف وبملت-1400-1404/11/21,[sector] نوع صنعت نامعتبر
طخود1143,اختيارف خودرو-260-1404/11/01,[warrant_rights] د
سورنافود,صندوق س.بخشي صنايع سورنا2-ب,[warrant_rights] د
ضمخا9006,اختيارخ اخابر-400-1404/09/19,[sector] نوع صنعت نامعتبر
ضذوب1210,اختيارخ ذوب-240-1404/12/19,[sector] نوع صنعت نامعتبر
طملي1403,اختيارف فملي-5000-1404/11/01,[sector] نوع صنعت نامعتبر
سمان,صندوق س ثروت پويا-بخشي,[warrant_rights] د
ضهرم1257,اختيارخ اهرم-38000-1404/12/26,[sector] نوع صنعت نامعتبر
فولاژ,فولاد آلياژي ايران,[warrant_rights] د
ضفلا1000,اختيارخ فولاد-2000-1404/10/10,[warrant_rights] د
آبنوس,صندوق س.سهامي سهام نگر كيميا-س,[warrant_rights] د
طپناه901,اختيارف پناه-10000-14040923,[sector] نوع صنعت نامعتبر
طبساما1114,اختيارف بساما-6000-14041105,[sector] نوع صنعت نامعتبر
ضستا2052,اختيارخ شستا-1500-1405/02/09,[sector] نوع صنعت نامعتبر
ضوتعاون905,اختيارخ وتعاون-1800-14040930,[sector] نوع صنعت نامعتبر
صفناور74,صكوك مرابحه اروند74-3ماهه23%,[warrant_rights] د
ضتوان911,اختيارخ توان-20000-14040923,[sector] نوع صنعت نامعتبر
عكاله5,سلف شيرفرادما سوليكو,[warrant_rights] د
طموج1226,اختيارف موج-32000-14041224,[sector] نوع صنعت نامعتبر
صرزم4411,صكوك اجاره خوارزم4411-6ماهه20%,[forex_crypto] ارز
آميتيس,صندوق س.سهامي درخشان آميتيس-س,[warrant_rights] د
وشهر,بانك شهر,[sector] نوع صنعت نامعتبر
ضهرم0130,اختيارخ اهرم-24000-1405/01/26,[sector] نوع صنعت نامعتبر
ضهمن1129,اختيارخ خبهمن-1300-1404/11/29,[sector] نوع صنعت نامعتبر
ضملي1409,اختيارخ فملي-8000-1404/11/01,[sector] نوع صنعت نامعتبر
ضملت1187,اختيارخ وبملت-1400-1404/11/21,[sector] نوع صنعت نامعتبر
پتروفارس,صندوق س.بخشي خبره خليج فارس-ب,[warrant_rights] د
بساما,بيمه سامان,[sector] نوع صنعت نامعتبر
ضتاص1112,اختيارخ تاصيكو-16000-04/11/01,[sector] نوع صنعت نامعتبر
طفزر1224,اختيارف فزر-130000-14041210,[sector] نوع صنعت نامعتبر
سخوز,سيمان خوزستان,[sector] نوع صنعت نامعتبر
كورز,ورزيران‌,[sector] نوع صنعت نامعتبر
زعف0410پ19,زعفران0410نگين تروند قاينات(پ),[warrant_rights] د
سخوز2,سيمان خوزستان,[sector] نوع صنعت نامعتبر
طخود0149,اختيارف خودرو-550-1405/01/11,[warrant_rights] د
طجار1236,اختيارف وتجارت-600-1404/12/19,[sector] نوع صنعت نامعتبر
صترا509,صكوك مرابحه بترانس509-3ماهه18%,[murabaha] مرابحه
غناب,روغن‌ نباتي‌ ناب,[sector] نوع صنعت نامعتبر
ضخاور908,اختيارخ خاور-1100-14040930,[sector] نوع صنعت نامعتبر
ضخاور905,اختيارخ خاور-900-14040930,[sector] نوع صنعت نامعتبر
كشرق,صنعتي و معدني شمال شرق شاهرود,[warrant_rights] د
كصدف,كاشي صدف سرام استقلال آباده,[warrant_rights] د
وامين2,سرمايه گذاري امين مهرگان,[sector] نوع صنعت نامعتبر
طصاد9035,اختيارف وبصادر-800-1404/09/19,[warrant_rights] د
بهين رو,صندوق س صنايع ويستا1-بخشي,[warrant_rights] د
طخود1243,اختيارف خودرو-320-1404/12/06,[warrant_rights] د
طتوان910,اختيارف توان-19000-14040923,[sector] نوع صنعت نامعتبر
طهرم0130,اختيارف اهرم-24000-1405/01/26,[sector] نوع صنعت نامعتبر
ميهنح,ح . بيمه ميهن,[sector] نوع صنعت نامعتبر
وسرمد,بيمه  سرمد,[warrant_rights] د
ضتاص0105,اختيارخ تاصيكو-9000-05/01/11,[sector] نوع صنعت نامعتبر
هاي وب,داده گسترعصرنوين-هاي وب,[warrant_rights] د
دحاوي,الحاوي,[warrant_rights] د
حاير08,مرابحه حاير پلاست080611,[murabaha] مرابحه
طتوان900,اختيارف توان-9500-14040923,[sector] نوع صنعت نامعتبر
آرين پارس07,مرابحه آرين پارس موتور070807,[murabaha] مرابحه
فزرين,زرين معدن آسيا,[warrant_rights] د
طجار1233,اختيارف وتجارت-450-1404/12/19,[sector] نوع صنعت نامعتبر
عاليس073,مرابحه عاليس-صنعت070224,[murabaha] مرابحه
سمايه,بانك سرمايه,[sector] نوع صنعت نامعتبر
ضران9019,اختيارخ خودران-10000-04/09/26,[warrant_rights] د
ضتوان1016,اختيارخ توان-19000-14041021,[sector] نوع صنعت نامعتبر
الكتروماديران063,مرابحه الكتروماديرا-تاك060626,[warrant_rights] د
ضتاص1105,اختيارخ تاصيكو-9000-04/11/01,[sector] نوع صنعت نامعتبر
ضهرم1019,اختيارخ اهرم-15000-1404/10/24,[sector] نوع صنعت نامعتبر
ضهرم1024,اختيارخ اهرم-24000-1404/10/24,[sector] نوع صنعت نامعتبر
ضهرم1116,اختيارخ اهرم-14000-1404/11/29,[sector] نوع صنعت نامعتبر
ضهرم1122,اختيارخ اهرم-24000-1404/11/29,[sector] نوع صنعت نامعتبر
ضهرم1126,اختيارخ اهرم-34000-1404/11/29,[sector] نوع صنعت نامعتبر
ضهرم1247,اختيارخ اهرم-15000-1404/12/26,[sector] نوع صنعت نامعتبر
ضهرم1248,اختيارخ اهرم-16000-1404/12/26,[sector] نوع صنعت نامعتبر
ضهرم1249,اختيارخ اهرم-18000-1404/12/26,[sector] نوع صنعت نامعتبر
ضهرم1250,اختيارخ اهرم-20000-1404/12/26,[sector] نوع صنعت نامعتبر
ضهرم0129,اختيارخ اهرم-22000-1405/01/26,[sector] نوع صنعت نامعتبر
ضهرم0134,اختيارخ اهرم-34000-1405/01/26,[sector] نوع صنعت نامعتبر
ضهرم0135,اختيارخ اهرم-38000-1405/01/26,[sector] نوع صنعت نامعتبر
ضهرم9012,اختيارخ اهرم-13000-1404/09/26,[sector] نوع صنعت نامعتبر
ضهرم9014,اختيارخ اهرم-15000-1404/09/26,[sector] نوع صنعت نامعتبر
ضهرم9017,اختيارخ اهرم-20000-1404/09/26,[sector] نوع صنعت نامعتبر
ضهرم9020,اختيارخ اهرم-26000-1404/09/26,[sector] نوع صنعت نامعتبر
ضهمن9016,اختيارخ خبهمن-1300-1404/09/26,[sector] نوع صنعت نامعتبر
ضهمن9017,اختيارخ خبهمن-1400-1404/09/26,[sector] نوع صنعت نامعتبر
ضهمن9021,اختيارخ خبهمن-1800-1404/09/26,[sector] نوع صنعت نامعتبر
ضهمن9022,اختيارخ خبهمن-1900-1404/09/26,[sector] نوع صنعت نامعتبر
ضهمن1131,اختيارخ خبهمن-1500-1404/11/29,[sector] نوع صنعت نامعتبر
ضهمن1139,اختيارخ خبهمن-2600-1404/11/29,[sector] نوع صنعت نامعتبر
ضملت1004,اختيارخ وبملت-800-1404/10/17,[sector] نوع صنعت نامعتبر
ضملت1178,اختيارخ وبملت-650-1404/11/21,[sector] نوع صنعت نامعتبر
ضملت1180,اختيارخ وبملت-750-1404/11/21,[sector] نوع صنعت نامعتبر
ضملت1205,اختيارخ وبملت-1300-1404/12/19,[sector] نوع صنعت نامعتبر
ضملت0127,اختيارخ وبملت-1200-1405/01/19,[sector] نوع صنعت نامعتبر
ضملت0130,اختيارخ وبملت-1500-1405/01/19,[sector] نوع صنعت نامعتبر
ضملت0132,اختيارخ وبملت-1700-1405/01/19,[sector] نوع صنعت نامعتبر
ضملت9027,اختيارخ وبملت-800-1404/09/19,[sector] نوع صنعت نامعتبر
ضملت9030,اختيارخ وبملت-1100-1404/09/19,[sector] نوع صنعت نامعتبر
ضصاد1163,اختيارخ وبصادر-400-1404/11/21,[warrant_rights] د
ضصاد1164,اختيارخ وبصادر-450-1404/11/21,[warrant_rights] د
ضصاد1165,اختيارخ وبصادر-500-1404/11/21,[warrant_rights] د
ضصاد1166,اختيارخ وبصادر-550-1404/11/21,[warrant_rights] د
ضصاد1168,اختيارخ وبصادر-650-1404/11/21,[warrant_rights] د
ضصاد1169,اختيارخ وبصادر-700-1404/11/21,[warrant_rights] د
ضصاد9034,اختيارخ وبصادر-750-1404/09/19,[warrant_rights] د
ضجار1067,اختيارخ وتجارت-280-1404/10/17,[sector] نوع صنعت نامعتبر
ضجار1069,اختيارخ وتجارت-320-1404/10/17,[sector] نوع صنعت نامعتبر
ضجار1070,اختيارخ وتجارت-340-1404/10/17,[sector] نوع صنعت نامعتبر
ضجار1076,اختيارخ وتجارت-550-1404/10/17,[sector] نوع صنعت نامعتبر
ضجار1231,اختيارخ وتجارت-380-1404/12/19,[sector] نوع صنعت نامعتبر
ضجار1238,اختيارخ وتجارت-700-1404/12/19,[sector] نوع صنعت نامعتبر
ضفلا1403,اختيارخ فولاد-1900-1404/11/08,[warrant_rights] د
ضفلا1404,اختيارخ فولاد-2000-1404/11/08,[warrant_rights] د
ضفلا1412,اختيارخ فولاد-3750-1404/11/08,[warrant_rights] د
ضفلا1218,اختيارخ فولاد-2600-1404/12/13,[warrant_rights] د
ضفلا0127,اختيارخ فولاد-2600-1405/01/19,[warrant_rights] د
ضفلا0131,اختيارخ فولاد-3500-1405/01/19,[warrant_rights] د
ضستر1226,اختيارخ خگستر-3000-1404/12/06,[sector] نوع صنعت نامعتبر
ضستر1227,اختيارخ خگستر-3250-1404/12/06,[sector] نوع صنعت نامعتبر
ضستر1228,اختيارخ خگستر-3500-1404/12/06,[sector] نوع صنعت نامعتبر
ضستر1229,اختيارخ خگستر-3750-1404/12/06,[sector] نوع صنعت نامعتبر
ضستر1230,اختيارخ خگستر-4000-1404/12/06,[sector] نوع صنعت نامعتبر
ضستر1232,اختيارخ خگستر-5000-1404/12/06,[sector] نوع صنعت نامعتبر
ضستر1235,اختيارخ خگستر-6500-1404/12/06,[sector] نوع صنعت نامعتبر
ضستر1027,اختيارخ خگستر-2400-1404/10/03,[sector] نوع صنعت نامعتبر
