,,,,,,,,,,,,,,,,,,,,,,
دیده بان بازار : 1404/09/19 - زمان آخرین معامله : 16:50:47,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,981,34303559,6.44707E+11,18380,18120,18920,540.00,2.94,18790,410.00,2.23,18120,18930,2979,6.31,1,1000,18760,18920,89292,1
طموج1035,اختيارف موج-28000-14041021,21,997,468375000,605,1120,402,-203.00,-33.55,470,-135.00,-22.31,284,1120,,,1,100,362,402,99,1
بذر,صندوق س بذر اميد آفرين-سهام,3,35372,8595859600,244250,243000,246800,"2,550.00",1.04,243010,"-1,240.00",-0.51,243000,246800,,,1,100,242100,246800,35000,1
طخود1305,اختيارف خودرو-380-1404/10/03,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,8000,8
طخود1300,اختيارف خودرو-280-1404/10/03,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,11000,11
عكاله4,سلف شيركاله,0,0,0,4803216,0,4803216,0,0,4803216,0,0,0,0,,,1,8722,4862164,4864283,8722,1
صگستر906,صكوك اجاره ارغوان906-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,12500,995000,1004950,12500,1
ترام چاپ06,مرابحه ترام چاپ061109,0,0,0,857380,0,857380,0,0,857380,0,0,0,0,,,1,5000,857380,0,0,0
ضخود2063,اختيارخ خودرو-360-1405/02/02,1,10,2700000,264,270,270,6.00,2.27,270,6.00,2.27,270,270,,,1,21,270,316,350,1
هوشمند,صندوق س شاخصي شفق رابين,20,6916946,77531244180,11110,11230,11380,270.00,2.43,11210,100.00,0.90,11140,11380,,,2,172152,11340,11370,600,1
ضملي0131,اختيارخ فملي-12000-1405/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,101,0,0,0
ضستا1043,اختيارخ شستا-560-1404/10/10,3,102,97882000,960,960,960,0,0,960,0,0,922,960,,,1,20,765,960,843,1
طفصبا1133,اختيارف فصبا-2000-14041105,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طشنا1230,اختيارف شپنا-4500-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,22,2,0,0,0
طملي1413,اختيارف فملي-12000-1404/11/01,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,1000,121,0,0,0
ضخود1145,اختيارخ خودرو-300-1404/11/01,11,522,157789000,296,297,308,12.00,4.05,302,6.00,2.03,297,308,,,1,141,308,317,27,1
ضفصبا1140,اختيارخ فصبا-3400-14041105,1,50,1000000,15,20,20,5.00,33.33,20,5.00,33.33,20,20,,,1,333,3,20,950,1
ضبساما1119,اختيارخ بساما-8500-14041105,3,2000,1640100000,916,830,810,-106.00,-11.57,820,-96.00,-10.48,810,830,,,1,6,624,998,435,1
ضموج917,اختيارخ موج-34000-14040923,398,59553,1677095000,32,20,12,-20.00,-62.50,28,-4.00,-12.50,11,60,,,8,3247,11,12,3490,4
طمخا1105,اختيارف اخابر-450-1404/11/21,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضطعام1003,اختيارخ طعام-9000-14041015,0,0,0,3200,0,3200,0,0,3200,0,0,0,0,,,1,40,500,4600,3,1
ضستر1030,اختيارخ خگستر-3000-1404/10/03,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,110,0,0,0
طسپا1142,اختيارف خساپا-700-1404/11/29,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
هم تراز2,صندوق س شاخصي هم وزن تراز-سهام,2,6000000,6000000,13410,1,1,"-13,409.00",-99.99,1,"-13,409.00",-99.99,1,1,,,0,0,0,0,0,0
ضخود1310,اختيارخ خودرو-600-1404/10/03,6756,3064296,68609139000,20,21,22,2.00,10.00,22,2.00,10.00,19,25,,,5,1970,22,23,21805,23
ضفلا1225,اختيارخ فولاد-4500-1404/12/13,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,2,3,0,0,0
طستا2057,اختيارف شستا-2000-1405/02/09,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,11,0,0,0
علاله1,سلف موازي پلي اتيلن سبك فيلم,0,0,0,3727130,0,3727130,0,0,3727130,0,0,0,0,,,1,13415,5144484,5246859,13415,1
پرديس4,سرمايه گذاري پرديس,7,836180,1577871660,1863,1887,1887,24.00,1.29,1887,24.00,1.29,1887,1887,612,3.08,0,0,0,0,0,0
فملي2,ملي‌ صنايع‌ مس‌ ايران‌,1,10000000,1.062E+11,10670,10620,10620,-50.00,-0.47,10620,-50.00,-0.47,10620,10620,813,13.06,0,0,0,0,0,0
ضبساما1121,اختيارخ بساما-9500-14041105,9,773,286198000,374,370,371,-3.00,-0.80,370,-4.00,-1.07,370,375,,,2,16,370,588,6,1
ططعام1000,اختيارف طعام-7500-14041015,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طسپا9014,اختيارف خساپا-400-1404/09/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,9500,10
تجلي,تجلي توسعه معادن و فلزات,510,30959041,48652598617,1562,1576,1583,21.00,1.34,1569,7.00,0.45,1547,1585,22,71.32,1,274857,1575,1584,60000,5
ضملت1009,اختيارخ وبملت-1300-1404/10/17,1692,729514,71938066000,83,99,98,15.00,18.07,99,16.00,19.28,91,105,,,11,10110,98,99,3584,7
طجار1076,اختيارف وتجارت-550-1404/10/17,2,226,11074000,1,88,10,9.00,900.00,49,48.00,"4,800.00",10,88,,,1,150,16,0,0,0
طموج906,اختيارف موج-16000-14040923,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,2,100,1
ضاطلس100010,اختيارخ اطلس-95000-14041021,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضفلا1410,اختيارخ فولاد-3250-1404/11/08,1230,173389,78653504000,346,350,490,144.00,41.62,454,108.00,31.21,350,522,,,2,1245,470,492,100,1
تكپاد,صندوق س. مشترك آريان-س,18,1565524,26072338504,16467,16560,16708,241.00,1.46,16654,187.00,1.14,16490,16710,,,1,900000,16670,16720,400,1
طهرم9019,اختيارف اهرم-24000-1404/09/26,87,15226,332713000,17,6,30,13.00,76.47,22,5.00,29.41,6,31,,,1,100,16,30,285,3
طتاص0100,اختيارف تاصيكو-6000-05/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضفزر1008,اختيارخ فزر-75000-14041007,67,236,5033429000,23262,21989,22500,-762.00,-3.28,21328,"-1,934.00",-8.31,18000,23200,,,1,5,22001,23280,8,3
طستر1035,اختيارف خگستر-4500-1404/10/03,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
ضمخا1107,اختيارخ اخابر-550-1404/11/21,116,65720,3035504000,79,55,50,-29.00,-36.71,46,-33.00,-41.77,40,70,,,1,200,45,0,0,0
ضهمن9013,اختيارخ خبهمن-1000-1404/09/26,15,1616,1281754000,700,804,780,80.00,11.43,793,93.00,13.29,780,805,,,2,2000,700,803,5000,5
سپيدما,صندوق س. سپيد دماوند-د,58,18680523,5.30285E+11,28356,28387,28387,31.00,0.11,28387,31.00,0.11,28387,28388,,,1,57376624,28387,28388,5000000,1
ضفلا1407,اختيارخ فولاد-2600-1404/11/08,29,2085,2140312000,826,969,1045,219.00,26.51,1027,201.00,24.33,969,1100,,,4,80,987,1200,10,1
طجهش1019,اختيارف جهش-7000-1404/10/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
شستا,سرمايه گذاري تامين اجتماعي,8583,953418068,1.43076E+12,1464,1450,1507,43.00,2.94,1501,37.00,2.53,1440,1507,197,7.62,512,126010673,1507,1546,3896,1
ضسپا1042,اختيارخ خساپا-600-1404/10/24,204,99158,1881706000,15,15,19,4.00,26.67,19,4.00,26.67,15,23,,,1,1000,18,19,805,1
ارگ071,مرابحه ارگ-پارسيان071211,0,0,0,828000,0,828000,0,0,828000,0,0,0,0,,,1,10000,829000,837000,10000,1
ضران9012,اختيارخ خودران-5500-04/09/26,0,0,0,4970,0,4970,0,0,4970,0,0,0,0,,,1,100,1,7000,3,1
ضاساس1016,اختيارخ آساس-44000-14041029,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,11,0,0,0
صگل0509,صكوك اجاره كگل0509-بدون ضامن,0,0,0,903000,0,903000,0,0,903000,0,0,0,0,,,1,20000,895000,904000,20000,1
ضتوان914,اختيارخ توان-26000-14040923,342,1422559,28120961750,1529,1362,2320,791.00,51.73,1977,448.00,29.30,1259,2449,,,1,454,2200,2251,500,1
ضهمن9015,اختيارخ خبهمن-1200-1404/09/26,1,30,18210000,460,607,607,147.00,31.96,607,147.00,31.96,607,607,,,1,1000,444,0,0,0
طستا0141,اختيارف شستا-1800-1405/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,31,0,0,0
طسپا1243,اختيارف خساپا-360-1404/12/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضتوان905,اختيارخ توان-14000-14040923,0,0,0,13021,0,13395,374.00,2.87,13021,0,0,0,0,,,1,100,12000,14500,10,1
ضهرم0131,اختيارخ اهرم-26000-1405/01/26,0,0,0,5800,0,5800,0,0,5800,0,0,0,0,,,1,1,5410,9900,10,1
ضمخا1106,اختيارخ اخابر-500-1404/11/21,746,273114,17605120000,54,60,64,10.00,18.52,64,10.00,18.52,60,74,,,1,10,63,65,1000,1
طموج1022,اختيارف موج-11000-14041021,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضفزر1217,اختيارخ فزر-80000-14041210,19,102,2454117000,28159,25000,25225,"-2,934.00",-10.42,24060,"-4,099.00",-14.56,23100,25225,,,1,1,22000,25225,7,1
شوينده,مديريت صنعت شوينده ت.ص.بهشهر,875,1574863,36305247170,23390,23830,23010,-380.00,-1.62,23050,-340.00,-1.45,22700,23830,3343,6.9,1,1859,23000,23030,30113,2
ضملت1203,اختيارخ وبملت-1100-1404/12/19,0,0,0,303,0,300,-3.00,-0.99,303,0,0,0,0,,,1,1000,100,0,0,0
حتايد,تايدواترخاورميانه,1067,28938280,2.01608E+11,6890,7020,7000,110.00,1.60,6970,80.00,1.16,6850,7020,1622,4.3,1,200000,7000,7020,400719,3
ضپادا1018,اختيارخ پادا-190000-14041007,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,2000,1,0,0,0
طپناه902,اختيارف پناه-11000-14040923,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضهرم1120,اختيارخ اهرم-20000-1404/11/29,25,119,1260530000,10292,9980,10152,-140.00,-1.36,10593,301.00,2.92,9800,10866,,,1,5,9894,10721,12,1
طذوب1220,اختيارف ذوب-500-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
آتيه06,مرابحه فولاد آتيه 14061206,0,0,0,756620,0,756620,0,0,756620,0,0,0,0,,,1,10000,735110,0,0,0
طفزر1225,اختيارف فزر-140000-14041210,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,101,0,0,0
رشدي كيان,صندوق س آواي سهام كيان-سهام,39,13900,1212685720,86470,86900,87500,"1,030.00",1.19,87240,770.00,0.89,85010,87500,,,1,200,87500,87760,500,1
طوتعاون909,اختيارف وتعاون-2400-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,77,0,0,0
ضفلا1215,اختيارخ فولاد-2000-1404/12/13,19,3121,5596486000,1569,1793,1793,224.00,14.28,1793,224.00,14.28,1793,1813,,,1,1000,1790,1813,90,1
وامين,سرمايه گذاري امين مهرگان,90,405079,5520910610,13250,13640,13530,280.00,2.11,13290,40.00,0.30,13370,13640,2243,5.93,1,50000,13520,13640,4000,1
طهرم1019,اختيارف اهرم-15000-1404/10/24,0,0,0,45,0,45,0,0,45,0,0,0,0,,,1,200,2,43,70,1
سفانو,سيمان فارس نو,230,560832,19718938070,34910,35260,34920,10.00,0.03,35130,220.00,0.63,34910,35860,6376,5.51,1,3310,34920,35100,2299,1
ضفلا1408,اختيارخ فولاد-2800-1404/11/08,32,1791,1521176000,711,788,873,162.00,22.78,849,138.00,19.41,788,900,,,3,40,871,928,10,1
پي پادح,ح . پرداخت الكترونيك پاسارگاد,93,2660939,5846082983,2264,2197,2197,-67.00,-2.96,2197,-67.00,-2.96,2197,2197,,,0,0,0,2197,22971737,1421
بلوط,صندوق س شكوه بامداد زاگرس-ثابت,60,11091331,1.11404E+11,10032,10044,10045,13.00,0.13,10044,12.00,0.12,10044,10045,,,1,30000000,10044,10045,9976034,1
ضموج913,اختيارخ موج-26000-14040923,50,1640,9798047000,5785,5500,5500,-285.00,-4.93,5974,189.00,3.27,5500,6606,,,1,9,5500,6208,20,1
ضسپا1247,اختيارخ خساپا-500-1404/12/26,0,0,0,100,0,100,0,0,100,0,0,0,0,,,1,83,33,0,0,0
ضستا0139,اختيارخ شستا-1600-1405/01/11,0,0,0,85,0,85,0,0,85,0,0,0,0,,,1,1,89,0,0,0
لپارس,پارس‌ الكتريك‌,199,886310,14969243900,16400,16890,16890,490.00,2.99,16840,440.00,2.68,16880,16890,582,28.93,40,214376,16890,17040,315,1
طهرم9022,اختيارف اهرم-30000-1404/09/26,28,1949,1797769000,1214,1200,1000,-214.00,-17.63,922,-292.00,-24.05,800,1200,,,1,25,711,1198,10,1
ضموج1023,اختيارخ موج-12000-14041021,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,2,160,0,0,0
داوه,داروسازي آوه سينا,447,6996627,37710708448,5359,5350,5460,101.00,1.88,5390,31.00,0.58,5340,5460,582,9.26,1,2000,5413,5450,410000,2
وساخت4,سرمايه‌ گذاري‌ ساختمان‌ايران‌,1,54554,64319166,1149,1179,1179,30.00,2.61,1179,30.00,2.61,1179,1179,85,13.87,20,6222096,1179,0,0,0
زفكا,كشت و دامداري فكا,1142,43151968,2.07837E+11,4690,4830,4830,140.00,2.99,4820,130.00,2.77,4690,4830,800,6.03,2,230815,4830,4900,3000,1
غمينو,شركت صنايع غذايي مينو شرق,372,8251707,33938807370,4112,4149,4100,-12.00,-0.29,4113,1.00,0.02,4091,4149,712,5.78,1,55000,4100,4100,12000,1
بلور062,مرابحه بلورنوري-كيميا060403,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
مسكن نوين06,مرابحه مسكن نوين پايدار060913,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1004000,5000,1
ضكاريس1003,اختيارخ كاريس-28000-14041015,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,12,0,0,0
طكاريس1007,اختيارف كاريس-36000-14041015,0,0,0,46,0,67,21.00,45.65,46,0,0,0,0,,,1,100,1,0,0,0
طاطلس100010,اختيارف اطلس-95000-14041021,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,7,103,0,0,0
وتعاون,بيمه تعاون,56,1754009,3396866324,1951,1922,1980,29.00,1.49,1948,-3.00,-0.15,1912,1990,80,24.35,1,24435,1960,1980,74000,2
شگويا,پتروشيمي تندگويان,363,11494667,1.27936E+11,10810,11130,11130,320.00,2.96,11130,320.00,2.96,11130,11130,999,11.14,305,45029689,11130,11270,1000,1
ضتيام1217,اختيارخ تيام-15000-14041224,0,0,0,2560,0,2560,0,0,2560,0,0,0,0,,,1,1,2601,3650,100,1
غمهرا,توليدي‌مهرام‌,579,1296316,18784160280,14670,14960,14480,-190.00,-1.30,14490,-180.00,-1.23,14310,14960,1951,7.43,1,1041,14320,14480,37,1
طران1005,اختيارف خودران-10000-04/10/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
پتوسعه,س. و توسعه صنايع لاستيك,9608,11153632,1.09321E+11,9760,9810,9750,-10.00,-0.10,9800,40.00,0.41,9690,9900,1286,7.62,1,7528,9750,9760,11844,48
تهران42,مشاركت ش تهران42-3ماهه18%,0,0,0,935361,0,935361,0,0,935361,0,0,0,0,,,1,15000,848400,0,0,0
طجهش1022,اختيارف جهش-9000-1404/10/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
عصائب,سلف موازي ميلگرد صائب تبريز,0,0,0,3649325,0,3649325,0,0,3649325,0,0,0,0,,,1,5000,3594492,3666382,4900,1
كياصنعت08,مرابحه كيا صنعت كاران080428,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,990000,1000000,10000,1
طذوب1214,اختيارف ذوب-320-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طصاد1164,اختيارف وبصادر-450-1404/11/21,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
رپويا,پويا,5277,1583377,58385434400,37050,37800,36500,-550.00,-1.48,36850,-200.00,-0.54,36250,37800,2107,17.49,2,1100,36450,36500,7457,44
ضجهش1024,اختيارخ جهش-11000-1404/10/10,0,0,0,3808,0,3633,-175.00,-4.60,3808,0,0,0,0,,,1,20,3500,4850,22,2
آرامش,صندوق سرمايه گذاري آرامش-ثابت,213,5579517,87618338298,15680,15703,15703,23.00,0.15,15704,24.00,0.15,15703,15704,,,2,300015114,15703,15704,50012505,2
وغدير4,سرمايه‌گذاري‌غدير(هلدينگ‌,211,8000400,1.09125E+11,13270,13640,13640,370.00,2.79,13640,370.00,2.79,13640,13640,1357,10.05,65,5865692,13640,0,0,0
وپخش,داروپخش‌ (هلدينگ‌,70,1043628,23262453120,21650,22290,22290,640.00,2.96,21850,200.00,0.92,22280,22290,1812,12.06,12,236206,22290,0,0,0
ضموج902,اختيارخ موج-12000-14040923,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
طتوان906,اختيارف توان-15000-14040923,0,0,0,90,0,90,0,0,90,0,0,0,0,,,2,12111,1,90,17000,1
طهرم1020,اختيارف اهرم-16000-1404/10/24,1,141,9447000,79,67,67,-12.00,-15.19,67,-12.00,-15.19,67,67,,,1,1000,22,67,109,1
طذوب9029,اختيارف ذوب-380-1404/09/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,24532,26
بورس,بورس اوراق بهادار تهران,552,25039451,86796538769,3374,3415,3475,101.00,2.99,3466,92.00,2.73,3385,3475,176,19.69,53,5014511,3475,3528,36669,2
حكشتي,كشتيراني جمهوري اسلامي ايران,2041,75054755,5.22498E+11,6770,6690,6970,200.00,2.95,6960,190.00,2.81,6640,6970,1166,5.97,141,24044222,6970,7000,600000,3
طاطلس1010,اختيارف اطلس-50000-14041007,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,60,20,1
طفلا0128,اختيارف فولاد-2800-1405/01/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضمخا9001,اختيارخ اخابر-300-1404/09/19,153,42825,8725366000,206,214,211,5.00,2.43,204,-2.00,-0.97,175,215,,,1,560,203,215,1000,1
مشير52,مشاركت ش شيراز52-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,8750,1000000,0,0,0
تايرا4,تراكتورسازي‌ايران‌,5,17439,65622957,3718,3763,3763,45.00,1.21,3763,45.00,1.21,3763,3763,972,3.87,0,0,0,3763,52561,6
ضستا1244,اختيارخ شستا-1810-1404/12/13,19,5094,178174000,46,11,37,-9.00,-19.57,35,-11.00,-23.91,11,45,,,1,1000,32,45,3,1
عسپهر,سلف موازي بطري مايع لباسشويي,0,0,0,2061612,0,2061612,0,0,2061612,0,0,0,0,,,1,4850,2329441,2376030,4850,1
صگستر052,صكوك مرابحه ارغوان052-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,3750,990000,1000000,3750,1
ضموج1222,اختيارخ موج-24000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,5,5,0,0,0
برليان2,صندوق سرمايه گذاري برليان-سهام,1,1500000,1500000,21580,1,1,"-21,579.00",-100.00,1,"-21,579.00",-100.00,1,1,,,0,0,0,0,0,0
طجهش1106,اختيارف جهش-14000-1404/11/14,0,0,0,663,0,764,101.00,15.23,663,0,0,0,0,,,1,100,1,759,10,1
كالا4,بورس كالاي ايران,3,120892,1083192320,8750,8960,8960,210.00,2.40,8960,210.00,2.40,8960,8960,1138,7.87,0,0,0,8960,1384307,11
مكران05,مرابحه نيروي آب مكران 14051224,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,15000,990000,1000000,15000,1
ماني,صندوق س. با درآمد ثابت ماني,76,12461856,3.34226E+11,26789,26819,26820,31.00,0.12,26820,31.00,0.12,26819,26820,,,2,400372,26819,26820,610085,1
دابور,داروسازي‌ ابوريحان‌,240,2165404,60748892050,27270,27420,28080,810.00,2.97,28050,780.00,2.86,27420,28080,3349,8.38,2,7175,28080,0,0,0
طخاور905,اختيارف خاور-900-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,50,1
ضاطلس1011,اختيارخ اطلس-55000-14041007,0,0,0,23400,0,23400,0,0,23400,0,0,0,0,,,1,5,2000,0,0,0
ولكار,ليزينگ كارآفرين,480,5156425,16176786424,3069,3081,3159,90.00,2.93,3137,68.00,2.22,3081,3161,380,8.26,1,2972,3159,3160,22340,6
اگ041212,گام بانك ملت0412,2,200000,1.8334E+11,1000000,916700,916700,"-83,300.00",-8.33,916700,"-83,300.00",-8.33,916700,916700,,,1,50,915100,0,0,0
ضهرم1017,اختيارخ اهرم-13000-1404/10/24,0,0,0,15934,0,16400,466.00,2.92,15934,0,0,0,0,,,1,2,14402,17500,210,2
ضستر1028,اختيارخ خگستر-2600-1404/10/03,4,119,194192000,1530,1600,1630,100.00,6.54,1632,102.00,6.67,1600,1640,,,1,10,490,0,0,0
درخشان,صندوق س.پشتوانه طلادرخشان آبان,5517,86803231,1.96648E+12,22833,22170,22830,-3.00,-0.01,22654,-179.00,-0.78,22170,22896,,,1,19980,22830,22833,17576,1
ضذوب0132,اختيارخ ذوب-600-1405/01/19,0,0,0,10,0,10,0,0,10,0,0,0,0,,,1,500,10,40,222,1
زعف0410پ11,زعفران0410نگين سحرخيز(پ),53,12006,20483396092,1706117,1690029,1724000,"17,883.00",1.05,1706097,-20.00,0,1680000,1730000,,,1,746,1724001,1729990,1000,1
سيمانو,صندوق س صنايع مفيد3- بخشي,817,5788192,1.36375E+11,23270,23270,23660,390.00,1.68,23560,290.00,1.25,23270,23660,,,1,2408,23630,23670,9881,1
پديده05,مرابحه پلاستيك پديده 14050629,0,0,0,1067500,0,1067500,0,0,1067500,0,0,0,0,,,1,5000,1030000,1050000,5000,1
شكلر,نيروكلر,232,2507981,33320921190,13160,13290,13480,320.00,2.43,13290,130.00,0.99,13200,13490,1607,8.27,2,11700,13300,13490,8187,2
تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,315,7527682,68656402600,8870,9130,9130,260.00,2.93,9120,250.00,2.82,8760,9130,0,,8,625139,9130,0,0,0
طفار1007,اختيارف فارس-11000-1404/10/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
تابان24,اجاره تابان فرداكاردان14070603,0,0,0,950000,0,950000,0,0,950000,0,0,0,0,,,1,10000,997500,0,0,0
ونيرو,سرمايه‌گذاري‌نيرو,2774,87977330,3.92247E+11,4393,4404,4434,41.00,0.93,4459,66.00,1.50,4393,4516,474,9.41,1,10000,4431,4440,153838,3
ضطعام1007,اختيارخ طعام-12000-14041015,4,116,227412000,850,1981,1990,"1,140.00",134.12,1960,"1,110.00",130.59,780,1990,,,7,1464,780,1990,248,1
بالبر,كابل‌ البرز,772,4474070,1.32506E+11,29370,28490,29030,-340.00,-1.16,29620,250.00,0.85,28490,30250,77,384.68,1,392,29040,29700,8224,1
طخود1250,اختيارف خودرو-550-1404/12/06,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,9,18,0,0,0
ضهرم1121,اختيارخ اهرم-22000-1404/11/29,44,384,3398844000,8500,9400,8700,200.00,2.35,8851,351.00,4.13,8700,9400,,,1,4,7010,8842,25,1
طذوب9021,اختيارف ذوب-220-1404/09/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,50,1
طكاريس1001,اختيارف كاريس-24000-14041015,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضطعام1008,اختيارخ طعام-13000-14041015,3,10,10000000,1,1000,1000,999.00,"99,900.00",1000,999.00,"99,900.00",1000,1000,,,1,250,450,1000,3,2
ضاطلس1017,اختيارخ اطلس-85000-14041007,10,413,233363000,425,500,667,242.00,56.94,565,140.00,32.94,500,750,,,1,45,660,710,100,1
ضصاد1167,اختيارخ وبصادر-600-1404/11/21,549,256327,12303416000,43,45,46,3.00,6.98,48,5.00,11.63,43,53,,,3,2110,44,48,748,1
ثشاهد,سرمايه‌ گذاري‌ شاهد,733,14012924,1.17065E+11,8140,8290,8380,240.00,2.95,8350,210.00,2.58,8150,8380,461,18.11,54,2172058,8380,8450,4084,8
ضستا1144,اختيارخ شستا-1610-1404/11/08,92,13391,808619000,51,58,68,17.00,33.33,60,9.00,17.65,56,68,,,1,513,62,69,5,1
پاسا,ايران‌ياساتايرورابر,264,3872857,62508094680,15690,16160,16000,310.00,1.98,16140,450.00,2.87,15940,16160,2719,5.94,1,36582,15950,16160,5000,1
ضپناه906,اختيارخ پناه-15000-14040923,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
